Tomoyuki Kurokawa
Kiyotaka Oshiyama
Kenji Kamiyama
Toshiyuki Kôno
Masaki Tachibana
Noboru Ishiguro
Shôji Kawamori
Toshimasa Kuroyanagi
Masaaki Yuasa
Toshifumi Akai
Nobutaka Yoda
Rintarô
Atsuko Fukushima
Yoji Fukuyama
Hideki Futamura
Hiroyuki Morita
Shin Itagaki
Tarô Iwasaki
Hayato Date
Yûsuke Yamamoto
Takayuki Hirao
Gorô Miyazaki
Sunao Katabuchi
Mayumi Nishimoto
Hiroaki Akagi
Taichi Ishidate
Takuji Endo
Fumihiko Takayama
Akira Hashimoto
Tomomi Ikeda
Chiaki Kon
Hiroyuki Yokoyama
Albie Hecht
Masahiko Murata
Kazuchika Kise
Takehiko Inoue
Hiroshi Hamasaki
Jun'ichi Fujise
Tomoyuki Itamura
Masaharu Tomoda
Toshio Hirata
Osamu Tezuka
Mamoru Hosoda
Noriyuki Abe
Stephen Hoff
Yoshinobu Sena
Motonobu Hori
Shinji Itadaki
Junji Shimizu
Naoko Kusumi
Mizuho Nishikubo
Yasunao Aoki
Nana Harada
Hiroshi Haraguchi
Keisuke Inoue
Hirotsugu Kawasaki
Norihiko Sutô
Atsushi Takeuchi
Yutaka Uemura
Katsuya Shigehara
Yoshifumi Sueda
Kazuki Akane
Yoshiyuki Takei
Hitoshi Nanba
Kyôhei Ishiguro
Yoshiyuki Momose
Naohito Takahashi
Yasuhito Kikuchi
Atsushi Takahashi
Shin'ya Kawatsura
Yoshifumi Kondô
Kotono Watanabe
Fûga Yamashiro
Takuya Igarashi
Kônosuke Uda
Ken Andô
Naoyasu Habu
Terry Hughes
Ian MacNaughton
Frank Coraci
Ricky Gervais
Frank Capra
John Hughes
Jean-Pierre Jeunet
Mike Binder
Jules Bass
Arthur Rankin Jr.
Jonathan Levine
Todd Strauss-Schulson
Jeff Schaffer
Alec Berg
David Mandel
Tom Brady
Jon Hurwitz
Hayden Schlossberg
Louis C.K.
Shannon Hartman
Evan Goldberg
Seth Rogen
Jordan Peele
Jay Roach
Elizabeth Banks
Steven Brill
Steve Carr
Greta Gerwig
Clifton Ko
McG
J.B. Rogers
Matthew López
David Dobkin
Adam McKay
Jon Olb
Madeleine Parry
Larry Charles
David Gordon Green
Seth MacFarlane
Robert Townsend
Mel Brooks
Herbert Ross
Tim Story
Robert Butler
Will Gluck
Vince Offer
David Weaver
Harmony Korine
Terry Jones
Ivan Reitman
Preston Sturges
Howard Hawks
Amy Heckerling
Mary Harron
John Pasquin
Bo Burnham
Christopher Storer
Danny DeVito
Liam Lynch
Sebastian DiNatale
Jesse Dylan
Bong Joon Ho
Burr Steers
Stan Lathan
Paul Weitz
David Wain
Peter Segal
Billy Wilder
Luke Greenfield
Barnet Kellman
Jared Hess
Neill Fearnley
Judd Apatow
Gary Winick
W.S. Van Dyke
Ken Shapiro
Martin McDonagh
Rodman Flender
Gerald Thomas
Ralph Thomas
Beth McCarthy-Miller
Stacey Foster
James Signorelli
Jerry Zucker
Michael Dowse
Keenen Ivory Wayans
Olivier Nakache
Éric Toledano
Zach Braff
Tom Shadyac
Vincent Rouffaer
Christopher Guest
Amy Schumer
Gary Nelson
Kevin Tancharoen
Jennifer Arnold
George A. Romero
Alejandro G. Iñárritu
Sam Weisman
Warren Beatty
Buck Henry
Steve Bendelack
Scott Glosserman
Shawn Wayans
Eric Idle
Audrey Powell
Martin Scorsese
Shawn Levy
Cem Yilmaz
Mike Mitchell
Mark Waters
Bruce Gowers
Brian Robbins
Adil El Arbi
Bilall Fallah
Ernst Lubitsch
Penn Jillette
Paul Provenza
Nick Hurran
Tim Blake Nelson
Henry Koster
Norman René
Charles Crichton
John Cleese
Rémy Belvaux
André Bonzel
Benoît Poelvoorde
Katsuhito Ishii
Hajime Ishimine
Shunichirô Miki
Charles Chaplin
Peyton Reed
Woody Allen
Patrick Hughes
Chris McKay
Seth Green
Peter Baldwin
Neil LaBute
Harold Ramis
Tamra Davis
Gail Mancuso
Dibakar Banerjee
Michael Patrick Jann
Don Roy King
Gil Junger
Ozan Açiktan
Spike Jonze
Stanley Kramer
Gary Weis
Chris Miller
Raman Hui
Eli Craig
Al Campbell
Alice Mathias
Alan D. Courtney
Jeffrey Hayden
Tom Kuntz
Mike Maguire
Jemaine Clement
Martin Brest
Marcus Raboy
Carl Reiner
Joel Gallen
Giannis Dalianidis
Deborah Day
Arthur Hiller
Kevin Bright
James Burrows
Peter Bogdanovich
Randal Kleiser
Philip Chan
Ricky Lau
Kevin Smith
Jake Szymanski
Appie Boudellah
Aram van de Rest
Jason Moore
Mike Clattenburg
Mark Mylod
Shin'ichirô Ueda
Jim Abrahams
David Zucker
Paul Feig
Nicholaus Goossen
Brian Gilbert
John L. Spencer
Jeff Wadlow
Nicholas Jasenovec
Genndy Tartakovsky
Joe Dante
Carl Gottlieb
Peter Horton
Akiva Schaffer
Jorma Taccone
Jonathan Lynn
Peter Dalle
Murat Dündar
Jason Woliner
Jason Reitman
John B. Hobbs
Joel Zwick
Nora Ephron
Molly Gordon
Nick Lieberman
Jirí Vejdelek
Lou Adler
Tommy Chong
Bo Hermansson
Robert Schwentke
Michel Hazanavicius
Jacques Besnard
Frank Darabont
Loveleen Tandan
Alfred Hitchcock
Andrew Niccol
Sidney Lumet
Orson Welles
Jacques Tourneur
John Huston
Tony Kaye
Ted Demme
Brad Furman
Benny Safdie
Josh Safdie
David Mackenzie
Brian De Palma
Don Siegel
Curtis Hanson
Wai Keung Lau
Alan Mak
John Lee Hancock
Ben Affleck
Spike Lee
José Padilha
David Ayer
Jon M. Chu
Carol Reed
Frank Oz
Jon S. Baird
David Fincher
Fernando Meirelles
Kátia Lund
Bryan Singer
Raoul Walsh
Pete Travis
Derek Cianfrance
David O. Russell
Nicholas Ray
Henry Joost
Ariel Schulman
Taylor Sheridan
Alexander Mackendrick
Tom McCarthy
Glenn Ficarra
John Requa
Charles Vidor
Christian Gudegast
Steve McQueen
Stefano Sollima
Charles Laughton
Otto Preminger
Rouben Mamoulian
George Roy Hill
Jonathan Demme
William Friedkin
André Singer
Alek Keshishian
Al Reinert
James Erskine
Ron Fricke
Amy Poehler
Lucy Walker
Dan Cutforth
Jane Lipsitz
Henry Alex Rubin
Dana Adam Shapiro
Jehane Noujaim
Errol Morris
Alex Gibney
Fisher Stevens
Mark Levinson
Peter Anthony
Bill Guttentag
Michael Ware
Feras Fayyad
Steen Johannessen
Lana Wilson
Nathan Frankowski
James Turner
Charles Ferguson
Howard Hong
Danica Jensen
Stephanie Soechtig
Jeff Tremaine
Keith Scholey
Alastair Fothergill
Andrew Callaghan
Brook Silva-Braga
Louie Psihoyos
Andrew Jarecki
Morgan Spurlock
Joe Cross
Kurt Engfehr
Bruce Hendricks
Mstyslav Chernov
Anthony Powell
Davis Guggenheim
Jonathan Hughes
James Marcus Haney
John Dower
Michael Moore
Werner Herzog
R.J. Cutler
Ken Burns
Sarah Burns
David McMahon
Brian Flemming
Gaurav Jani
Gabriela Cowperthwaite
Chuan Lu
Raoul Peck
Joshua Oppenheimer
Anonymous
Christine Cynn
Jonathan Nossiter
Josh Kriegman
Elyse Steinberg
Penny Lane
Edvins Snore
Lisa Hurwitz
Stacy Peralta
Will Allen
Jonathan Clay
William Gazecki
John Chester
Bonni Cohen
Jon Shenk
Eugene Jarecki
Questlove
Hanns-Bruno Kammertöns
Vanessa Nöcker
Michael Wech
Julie Cohen
Betsy West
Archie Baron
Tyson Sadler
Alex Winter
Marisa Miller Wolfson
Jonathan Halperin
Drew Takahashi
Claude Nuridsany
Marie Pérennou
Gus Holwerda
Giuseppe Tornatore
Kristine Stolakis
Robert Kenner
Tom Beard
Heidi Ewing
Rachel Grady
Jeff Orlowski-Yang
Mark Linfield
George Butler
Robert Fiore
Fatih Akin
Rod Blackhurst
Brian McGinn
James Colquhoun
Carlo Ledesma
Damon Gameau
Joachim Fest
Christian Herrendoerfer
Dave Ohlson
Louie Schwartzberg
Madeleine Gavin
Bryan Fogel
William Arntz
Betsy Chasse
Mark Vicente
David Gelb
Rachel Lears
Russell Norman
Ben Winston
Dereck Joubert
Pippa Ehrlich
James Reed
David Farrier
Dylan Reeve
James Marsh
Aaron Woolf
Petra Costa
Daniel Lindsay
T.J. Martin
Peter Yost
Steven Bognar
Julia Reichert
Anuj Bhardwaj
Jason Wise
Rory Kennedy
Adam Wishart
Malik Bendjelloul
Joe Berlinger
Dan Reed
Colette Camden
Leni Riefenstahl
Leon Gast
Lexy Lovell
Michael Uys
Joshua Tickell
Rebecca Harrell Tickell
David Salzberg
Christian Tureaud
Phillip Baribeau
Tim Hetherington
Sebastian Junger
Lee Fulkerson
Asif Kapadia
Jacques Perrin
Jacques Cluzaud
Michel Debats
Daniel Roher
Bao Nguyen
Bruce Sinofsky
Cullen Hoback
Benjamin Christensen
Erin Lee Carr
Morgan Neville
Kirby Dick
Chris Hegedus
D.A. Pennebaker
Steve James
Paul Crowder
James Toback
Ari Folman
Chris Malloy
Ryan White
Caroline Suh
Brian Knappenberger
Daniel Northcott
Vlad Yudin
Ava DuVernay
Kip Andersen
Keegan Kuhn
Todd Douglas Miller
Chris Moukarbel
Justin Folk
Jeremy Seifert
Felicity Morris
David Sington
Peter Mortimer
Nick Rosen
Billy Corben
Jamie Uys
Jon Weinbach
Chris Smith
Laura Poitras
Ed Perkins
Danfung Dennis
Rick Rowley
Josh Lowell
Jenny Popplewell
Laurentine Ten Bosch
Trevor Frost
Melissa Lesh
Bart Layton
Reuben Atlas
Jerry Rothwell
Ross McElwee
Ray Comfort
Anthony Wonke
Ben Turner
Gabe Turner
Leslie Iwerks
Alon Schwarz
Robert J. Flaherty
Lucie Jourdan
Dianne Whelan
Chris Bell
Skye Borgman
Park Jun-soo
Daniel J. Clark
Brett Morgen
Godfrey Reggio
Kenny Ortega
Laura McGann
Jeff Feuerzeig
Banksy
Dmitry Vasyukov
Michael Lindsay-Hogg
Vikram Gandhi
Brian Montgomery
Rob Epstein
Adam Chapman
Yavar Abbas
Tom Naughton
Claude Lanzmann
Amanda McBaine
Jesse Moss
Karim Amer
Max Salomon
Daniel G. Karslake
Luc Jacquet
Justin Malone
Waad Al-Kateab
Edward Watts
Leila Conners
Nadia Conners
Bruce Brown
Sam Dunn
Scot McFadyen
Jessica Joy Wise
Tom DiCillo
Amir Bar-Lev
Amy Berg
Ian Cheney
Damien Chazelle
Adam Shankman
Philip Kaufman
Chris Foggin
Roger Kumble
Paul Wendkos
Celine Song
Rajkumar Hirani
Jeff Nichols
John Farrow
Nicholas Jarecki
Robert Mulligan
Richard Kelly
Paul Thomas Anderson
Darren Aronofsky
Mikael Håfström
Chandra Prakash Dwivedi
Grswkk
Richard Attenborough
Kyung Hee Yang
Kevin Costner
Saul Dibb
Julian Schnabel
Atlee
Robert Z. Leonard
Roland Joffé
Lorene Scafaria
Franklin J. Schaffner
Roger Michell
Sofia Coppola
Min-ho Woo
Gus Van Sant
Alan J. Pakula
David Frankel
Alan Parker
Andrew Dominik
Gina Prince-Bythewood
Galder Gaztelu-Urrutia
Jesse Hibbs
Julian Jarrold
Jacques Audiard
Michael Haneke
James Foley
James Franco
Jean-Marc Vallée
Tom Hooper
Bernardo Bertolucci
Frank Lloyd
David Lynch
Vivek Agnihotri
Stuart Rosenberg
Ben Younger
George B. Seitz
Michel Gondry
Andy Serkis
Aaron Sorkin
Jim Sheridan
Sergei Bodrov
Stephen Chbosky
Shekhar Kapur
Cheol-soo Jang
Stephen Frears
James Dearden
Shane Carruth
Milos Forman
Ken Annakin
Andrew Marton
Gerd Oswald
Theodore Melfi
J.C. Chandor
Sergei Eisenstein
Mike Nichols
Lasse Hallström
Jodie Foster
Sandeep Reddy Vanga
Tanya Wexler
Gerard Barrett
Todd Haynes
Simon J. Smith
Steve Hickner
Penny Marshall
Gabriele Muccino
Kelsey Mann
Mark Herman
John Wells
James Cox
James Ponsoldt
Nick Cassavetes
Craig Gillespie
Iain Softley
Jang Jae-hyun
Baz Luhrmann
Kim Nguyen
David Swift
Bill Condon
Neill Blomkamp
Matt Johnson
Robert Eggers
Rod Lurie
Jong-Yeol Baek
George Clooney
Moustapha Akkad
Justine Triet
T.J. Gnanavel
Justin Chadwick
John Carney
Costa-Gavras
Asghar Farhadi
Michael Gracey
Walter Grauman
Jong-kwan Kim
Stephen Daldry
Bennett Miller
Joseph L. Mankiewicz
Josh Boone
George Amy
Busby Berkeley
Sung-hee Jo
Steve Martino
Andy Muschietti
Robert Stromberg
Rupert Sanders
King Vidor
David Slade
Neil Jordan
Mick Thomas
Charlize Theron
Ralph Macchio
Joe Manganiello
Kim Gavin
S.R. Bindler
Peter Kay
Oren Peli
Wes Craven
Ruairi Robinson
Jeff Renfroe
Dario Argento
Yeon Sang-ho
John Krasinski
Tomas Alfredson
Ari Aster
André Øvredal
David Cronenberg
Scott Cooper
Lee Cronin
Darren Lynn Bousman
Evan Spiliotopoulos
Tod Williams
Ben Wheatley
Osgood Perkins
Michael Chaves
Pascal Laugier
Courtney Solomon
Fede Alvarez
Andrew Fleming
Drew Goddard
Sean S. Cunningham
Vincenzo Natali
Michael Spierig
Peter Spierig
Cameron Cairnes
Colin Cairnes
Edward D. Wood Jr.
Christophe Gans
David Bruckner
Daniel Espinosa
Gonzalo López-Gallego
Daniel Attias
Levan Gabriadze
Matt Bettinelli-Olpin
Tyler Gillett
Colin Minihan
Stuart Ortiz
The Vicious Brothers
Tom Holland
Julius Onah
Ruggero Deodato
James Nguyen
Kevin Kölsch
Dennis Widmyer
Na Hong-jin
Stephen Chiodo
Carter Smith
F.W. Murnau
James DeMonaco
James Wong
John Fawcett
Ron Underwood
Caradog W. James
Christopher Landon
David S. Goyer
Jim Cummings
Susanne Bier
Dan Trachtenberg
Charles Barton
Walter Lantz
Joel Schumacher
Rob Zombie
Gary Shore
Grant Harvey
Charles E. Sellier Jr.
David Twohy
Clive Barker
Eli Roth
Leigh Whannell
Michael Giacchino
Jeremy Saulnier
Christopher Smith
Rahi Anil Barve
Anand Gandhi
Adesh Prasad
John Erick Dowdle
David Hackl
Michael Tiddes
Sean Ellis
J.J. Perry
Olatunde Osunsanmi
Victor Salva
David Robert Mitchell
Harold P. Warren
Scott Stewart
Steve Miner
Fritz Kiersch
Brett Sullivan
Jeff Baena
Bradley Parker
Rob Schmidt
David R. Ellis
George Waggner
Katja von Garnier
Mario Bava
Juan Carlos Fresnadillo
Kaneto Shindô
Leigh Janiak
Michael Rymer
Josh Ruben
Robert Hiltzik
Alexander Witt
Coralie Fargeat
Lawrence Kasdan
Daniel Stamm
James Isaac
Jim Gillespie
Stephen Hopkins
Danny Philippou
Michael Philippou
Tobe Hooper
Brett Pierce
Drew T. Pierce
Alex Garland
Tony Maylam
Amar Kaushik
Anthony Waller
Daniel Myrick
Eduardo Sánchez
Alejandro Amenábar
Catherine Hardwicke
Karyn Kusama
Zoe Lister-Jones
Jennifer Kent
Jaume Balagueró
Paco Plaza
Herk Harvey
Tom Six
Kazuhide Uekusa
Vinay Shukla
Greg Franklin
Kirsten Johnson
Joe Anoa'i
John Cena
Brock Lesnar
David France
Roger Goodman
Allen P. Haines
Simon Staffurth
Ross Ashcroft
Andrew Morgan
Bruce Kennedy
Boris Malagurski
Hector Stewart
Troels Lund
Paula Macedo
Pedro Miguel Martins
Christopher Cannucciari
Robert S. Bader
Jennifer Siebel Newsom
Kek Huat Lau
Jinx-Huai Lee
Mian-Mian Lu
Rebecca Chaiklin
Eric Goode
Vladimir Alekseev
Evgeniy Grishkovets
Jim Hoskinson
Viola Davis
Oprah Winfrey
Tim Roth
Peter D. Hutchison
Kelly Nyks
Jared P. Scott
Anders Østergaard
Brett Harvey
Zana Briski
Ross Kauffman
Michael Rossato-Bennett
Adnan Al-Kaissy
Lou Albano
Muhammad Ali
Franny Armstrong
John Scheinfeld
Karzan Kardozi
Chris Howe
Sam Wrench
Bradley Cooper
Peter Clifton
Joe Massot
Michael Wadleigh
Paul Dugdale
Warren Coleman
Judy Morris
Dexter Fletcher
Adrian Maben
Phil Joanou
Ha Jung Jae
Alan Elliott
Emile Ardolino
Albert Maysles
David Maysles
Charlotte Zwerin
Jerome Robbins
Robert Wise
Victor Heerman
Jim Sharman
Norman Jewison
Morton DaCosta
Tim Hill
Lin-Manuel Miranda
Kay Cannon
Vincente Minnelli
James Algar
Samuel Armstrong
Ford Beebe Jr.
Stanley Donen
Gene Kelly
George Sidney
Charise Castro Smith
Ken Russell
Richard Lester
Jorge R. Gutiérrez
Walt Dohrn
Robert Greenwald
Walter Lang
Jim Kammerud
Brian Smith
Bill Speers
Garth Jennings
Christophe Lourdelet
Patricia Birch
David P. Smith
Ol Parker
Norman Taurog
Gary Rydstrom
Dan Kuenster
Robert Stevenson
George Dunning
Charles Walters
Julie Taymor
Mark Sandrich
Mel Stuart
Phyllida Lloyd
Richard Thorpe
John Cameron Mitchell
Gary Eck
David Peers
Deborah Brock
Robert Altman
Edward Dmytryk
Buster Keaton
Blake Edwards
Juan José Campanella
Dan Eckman
Jeremy Garelick
Gilles Paquet-Brenner
Kenneth Branagh
Alessandro Genovesi
Tom George
William A. Wellman
Jean-Luc Godard
Michael Ritchie
Robert Montgomery
Evan Morgan
Dick Richards
David Kellogg
Henri-Georges Clouzot
George Pollock
Carl Franklin
Jeff Kanew
Mark Jean
Mark Robson
Grant Singer
Duncan Jones
Paul Flaherty
Harald Zwart
David Koepp
Tate Taylor
Tony Tilse
Arthur Penn
Jack Smight
Blair Hayes
Andy Goddard
Robert Moore
Raja Gosnell
Colin Higgins
Alain Berliner
Michael Winner
Etan Cohen
Johnny Knoxville
Steve-O
Chris Pontius
Jason Williams
Glenn Weiss
Nick Sweeney
Don Mischer
Yaron Betan
Manny Rodriguez
Hamish Hamilton
Anne Fletcher
Richard A. Preuss
Joel Johansson
Bill Chapman
Jason 'Wee Man' Acuña
Troy Miller
Spencer Davis Gray
Ricardo Benítez Garrido
Diana Cantarey
Dakota Laden
Benjamin Caron
Ryen McPherson
Kimberly Peirce
Yorgos Lanthimos
James L. Brooks
Pedro Almodóvar
Garry Marshall
Gene Stupnitsky
Mike Figgis
Nancy Meyers
Barbara Bialowas
Tomasz Mandes
John Madden
Lone Scherfig
Richard Curtis
Thea Sharrock
Abdellatif Kechiche
Adrian Lyne
Andy Fickman
Todd Field
Luca Guadagnino
Krzysztof Kieslowski
Steven Shainberg
Jaco Van Dormael
Nicholas Stoller
Sam Taylor-Johnson
Jane Campion
Nacho Vigalondo
Gil Kenan
Marc Caro
Steven Lisberger
Michael Rianda
Jeff Rowe
Jonathan Mostow
Grant Sputore
Simon Wells
Kelly Marcel
Kerry Conran
Wally Pfister
Eric Bress
J. Mackye Gruber
Steven S. DeKnight
Stephen Norrington
Christian Rivers
Gavin Hood
Tom Tykwer
Fritz Lang
Theresa Cullen
Carole Holliday
Peggy Holmes
Les Mayfield
Thomas Bezucha
Stephen Donnelly
Brian Levant
Clay Kaytis
Clea DuVall
Bob Clark
Terry Zwigoff
Jimmy T. Murakami
Dianne Jackson
Yarrow Cheney
Scott Mosier
Bill Melendez
Joe Roth
Sarah Smith
Abe Levitow
Jeremiah S. Chechik
Michael Lembeck
Seth Kearsley
Andrew Knight
John Whitesell
Steve Cox
Brian Henson
Mike Rohl
Hernán Jiménez
Seth Gordon
Simon Otto
Chuck Jones
Ben Washam
Timothy Reckart
Ken Cunningham
Jun Falkenstein
Alex Mann
Bradley Raymond
Matt Stone
Mary Kay Bergman
Peter Chelsom
Tommy Wirkola
Christian Carion
Karen Disher
Takeo Nakamura
Janeen Damian
Josh Oreck
Jim Bacon
Giuseppe Andrews
Edward Furlong
Stacy Keach
Ahmed Best
Graeme Blundell
