Action
Adventure
B-Action
Comedy
Crime
Romance
Thriller
Dinosaur Adventure
Disaster
Kaiju
Sci-Fi
Dark Comedy
One-Person Army Action
Urban Adventure
Car Action
Fantasy
Superhero
Supernatural Fantasy
Drama
Historical Epic
History
War
War Epic
Wuxia
Period Drama
Action Epic
Adventure Epic
Fantasy Epic
Sci-Fi Epic
Space Sci-Fi
Kung Fu
Martial Arts
Desert Adventure
Dystopian Sci-Fi
Teen Adventure
Cyberpunk
Gun Fu
Biography
Sport
Conspiracy Thriller
Holiday
Sword & Sandal
Sword & Sorcery
Horror
Road Trip
Zombie Horror
Epic
Samurai
Time Travel
Tragedy
Slapstick
Globetrotting Adventure
Spy
Political Thriller
Psychological Thriller
Caper
Docudrama
Mystery
Romantic Epic
Steamy Romance
Tragic Romance
Alien Invasion
Heist
Swashbuckler
Animal Adventure
Animation
Computer Animation
Family
Steampunk
Motorsport
Raunchy Comedy
Body Horror
Satire
Splatter Horror
Quest
Sea Adventure
Psychological Drama
Cyber Thriller
Supernatural Horror
Vampire Horror
Serial Killer
Slasher Horror
Jungle Adventure
High-Concept Comedy
Teen Comedy
Boxing
Coming-of-Age
Hand-Drawn Animation
Pop Musical
Buddy Cop
Survival
Teen Fantasy
Spaghetti Western
Western
Stop Motion Animation
Suspense Mystery
Costume Drama
Found Footage Horror
Monster Horror
Prison Drama
Parody
Artificial Intelligence
Dark Fantasy
Adult Animation
Anime
Seinen
Contemporary Western
Political Drama
Quirky Comedy
Teen Drama
Buddy Comedy
B-Horror
Music
Drug Crime
Fairy Tale
Gangster
Farce
Mountain Adventure
Musical
Feel-Good Romance
Workplace Drama
Cozy Mystery
Iyashikei
Western Epic
Documentary
Extreme Sport
Sports Documentary
Showbiz Drama
Body Swap Comedy
Stoner Comedy
Teen Romance
Slice of Life
Romantic Comedy
Shōnen
Cop Drama
Police Procedural
Mockumentary
Soccer
Holiday Animation
Holiday Comedy
Holiday Family
Erotic Thriller
Hard-boiled Detective
Legal Drama
Legal Thriller
Basketball
Mecha
Isekai
Shōjo
Water Sport
Josei
Short
Medical Drama
Sketch Comedy
Whodunnit
Screwball Comedy
Stand-Up
Sitcom
Psychological Horror
Holiday Romance
Rock Musical
Korean Drama
Teen Horror
Concert
Music Documentary
Football
True Crime
Financial Drama
Bumbling Detective
Film Noir
Dark Romance
Military Documentary
Faith & Spirituality Documentary
Science & Technology Documentary
History Documentary
Travel Documentary
Nature Documentary
News
Political Documentary
Crime Documentary
Food Documentary
Folk Horror
Witch Horror
Docuseries
Soap Opera
Jukebox Musical
Classical Western
Baseball
Classic Musical
Game Show
Reality TV
Talk Show
Werewolf Horror
Hidden Camera
Business Reality TV
Docusoap Reality TV
Paranormal Reality TV
Giallo
